Playing It Straight;Description unavailable;https://www.imdb.com/title/tt0448968/;['Reality-TV', 'Romance'];6.4;29;2005-04-08;
The Pilot Show;The Pilot Show is a TV series starring Sharon Horgan and Marc Wootton. Minor or failed celebrities are tricked into thinking they are being offered a brand new television show to front, by comedy actors posing as television...;https://www.imdb.com/title/tt0448967/;Comedy;7.2;16;Unknown;
Object of Desire;Description unavailable;https://www.imdb.com/title/tt0448966/;Comedy;6.3;6;2005-01-05;
Lauren Hutton and...;Lauren Hutton and... is a TV series starring Lauren Hutton, Michael Gross, and Valerie Harper. Former model Lauren Hutton interviews various personalities in an intimate, one-on-one format.;https://www.imdb.com/title/tt0448964/;Talk-Show;7.3;18;1995-09-11;
LatiNation;LatiNation is a TV series starring H.C. Guida, Jose Mangin, and Gabriela Fresquez. LatiNation, an entertaining and in-depth look at the impact of the Latino Experience on American Culture.;https://www.imdb.com/title/tt0448963/;Genre Unknown;6.4;16;2004-10-04;
Help;Help is a TV series starring Paul Whitehouse, Chris Langham, and Alison King. A psychiatrist who helps various people;https://www.imdb.com/title/tt0448962/;Comedy;8.0;156;2005-02-27;
Good Day New York;Good Day New York is a TV series starring Rosanna Scotto, Lori Stokes, and Greg Kelly. Great mornings, with great celebrites! Good Day New York;https://www.imdb.com/title/tt0448961/;News;5.5;10;1988-08-01;
Beyond the Break;Beyond the Break is a TV series starring Suzie Pollard, Tiffany Hines, and Natalie Ramsey. Four girls vie to become world-class surfers.;https://www.imdb.com/title/tt0448950/;Drama;6.7;680;2006-06-02;
Belonging;Belonging is a TV series starring Eve Myles, Di Botcher, and Leila Crerar. The program revolves around the lives of the Lewis family, and their various trials and tribulations in the changing environment of their South Wales town...;https://www.imdb.com/title/tt0448949/;Drama;8.6;50;2000-02-02;
American Latino TV;American Latino TV is a TV series starring Valery M. Ortiz, Natasha Martinez, and Hector Echavarria Jr.. Celebrating American Latino Pride.;https://www.imdb.com/title/tt0448948/;Genre Unknown;7.8;13;2004-10-04;
17;Description unavailable;https://www.imdb.com/title/tt0448947/;Genre Unknown;3.0;9;2005-01-17;
10 Years Younger;Description unavailable;https://www.imdb.com/title/tt0448946/;Documentary;6.1;41;2004-04-28;
Von den Sockeln;Description unavailable;https://www.imdb.com/title/tt0448879/;Documentary;9.0;8;2004-11-02;
Pressiklubi;Description unavailable;https://www.imdb.com/title/tt0448878/;['News', 'Talk-Show'];6.0;30;2005-01-21;
Kôkô kyôshi;Kôkô kyôshi is a TV series starring Aya Ueto, Shôta Saitô, and Hijiri Kojima. The story revolves around doomed relationship between a teacher Koga Ikumi, who is dying of an inoperable brain tumor, and his 16-year-old student Hina.;https://www.imdb.com/title/tt0448877/;['Drama', 'Romance'];7.4;57;2003-01-10;
Una hija más;Una hija más is a TV series starring Mercedes Sampietro, Miguel Rellán, and Beatriz Carvajal. The daughter of a typical Spanish family goes to London by a interchange program. At the same time the family receive in his home to his...;https://www.imdb.com/title/tt0448876/;Comedy;No Rating;Total Rating Count N/A;1991-02-24;
Central Express;Description unavailable;https://www.imdb.com/title/tt0448875/;Documentary;No Rating;Total Rating Count N/A;2003-12-01;
Schule für Eheglück;Description unavailable;https://www.imdb.com/title/tt0448730/;Comedy;No Rating;Total Rating Count N/A;1953-12-06;
Treffpunkt Telebar;Description unavailable;https://www.imdb.com/title/tt0448309/;Music;No Rating;Total Rating Count N/A;1961-08-27;
Tengo un libro en las manos;Description unavailable;https://www.imdb.com/title/tt0448308/;Drama;No Rating;Total Rating Count N/A;Unknown;
Teledomingo;Description unavailable;https://www.imdb.com/title/tt0448307/;Genre Unknown;No Rating;Total Rating Count N/A;1963-10-03;
Teatro para todos;Description unavailable;https://www.imdb.com/title/tt0448306/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Tayo'y maghapi-hapi;Description unavailable;https://www.imdb.com/title/tt0448305/;Comedy;No Rating;Total Rating Count N/A;Unknown;
Tanging yaman;Description unavailable;https://www.imdb.com/title/tt0448304/;Drama;8.4;5;2010-01-11;
Stacked;Stacked is a TV series starring Pamela Anderson, Brian Scolaro, and Christopher Lloyd. A party girl starts a new life as an employee at a family-run bookstore.;https://www.imdb.com/title/tt0448303/;Comedy;6.0;1671;2005-04-13;
The Splendid Spur;Description unavailable;https://www.imdb.com/title/tt0448301/;Adventure;No Rating;Total Rating Count N/A;1960-02-28;
Çekirdek aile;Description unavailable;https://www.imdb.com/title/tt0448315/;Comedy;5.4;38;Unknown;
Yoko! Jakamoko! Toto!;Yoko! Jakamoko! Toto! is a TV series starring Gary Martin, Rob Rackstraw, and Alex Kelly. The show is about a bird of Paradise, an armadillo, and a spider monkey who live and go on adventures in the wilderness and can only...;https://www.imdb.com/title/tt0448314/;['Animation', 'Family'];6.0;97;2001-11-19;
Yes, Yes Show!;Description unavailable;https://www.imdb.com/title/tt0448313/;Comedy;No Rating;Total Rating Count N/A;Unknown;
Victims;Description unavailable;https://www.imdb.com/title/tt0448312/;Reality-TV;No Rating;Total Rating Count N/A;Unknown;
Verbena;Description unavailable;https://www.imdb.com/title/tt0448311/;Genre Unknown;No Rating;Total Rating Count N/A;1965-07-02;
Hollywood aan de Schelde - Deel 2;Description unavailable;https://www.imdb.com/title/tt0448290/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Hollywood aan de Schelde - Deel 1;Description unavailable;https://www.imdb.com/title/tt0448289/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Four the Boys;Description unavailable;https://www.imdb.com/title/tt0448288/;Comedy;No Rating;Total Rating Count N/A;Unknown;
Feel at Home;Description unavailable;https://www.imdb.com/title/tt0448287/;Talk-Show;No Rating;Total Rating Count N/A;Unknown;
The Ex-Files;The Ex-Files is a TV series starring Lucy Kennedy. A dating show with a difference. In each programme the contestant will go on three dates... with three exes.;https://www.imdb.com/title/tt0448286/;Reality-TV;No Rating;Total Rating Count N/A;2005-02-15;
Ev hali;Description unavailable;https://www.imdb.com/title/tt0448285/;Comedy;3.7;16;Unknown;
En son babalar duyar;En son babalar duyar is a TV series starring Hatice Aslan, Aysegül Atik, and Jale Azakli. A family comedy with the slogan "Dads hear everything lastly.";https://www.imdb.com/title/tt0448284/;['Comedy', 'Family'];6.2;1932;2002-09-21;
Emanet;Description unavailable;https://www.imdb.com/title/tt0448283/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Efsane;Description unavailable;https://www.imdb.com/title/tt0448282/;Drama;4.9;16;Unknown;
Dumanli yol;Description unavailable;https://www.imdb.com/title/tt0448281/;Drama;6.1;30;Unknown;
Ask meydan savasi;Description unavailable;https://www.imdb.com/title/tt0448270/;Comedy;5.7;64;Unknown;
Anne babamla evlensene;Anne babamla evlensene is a TV series starring Zeki Alasya, Hande Ataizi, and Okhan Behar. Sema and Orhan being head over heels in love, get married... Yet, Sema's mother Leman is against their marriage right from the beginning. She...;https://www.imdb.com/title/tt0448269/;Comedy;3.7;38;Unknown;
Ah yasamak var ya!;Description unavailable;https://www.imdb.com/title/tt0448268/;Comedy;No Rating;Total Rating Count N/A;Unknown;
Del hilo al ovillo;Description unavailable;https://www.imdb.com/title/tt0448280/;Genre Unknown;No Rating;Total Rating Count N/A;1965-06-05;
Darigold Jamboree;Description unavailable;https://www.imdb.com/title/tt0448279/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Bulut Bey;Description unavailable;https://www.imdb.com/title/tt0448278/;Adventure;4.1;27;Unknown;
Bizim evin halleri;Bizim evin halleri is a TV series starring Feray Darici, Mert Firat, and Zafer Gokcek. A mother named Nemide always tries to keep her family together.;https://www.imdb.com/title/tt0448277/;['Comedy', 'Family'];5.6;129;Unknown;
Bigay-hilig;Description unavailable;https://www.imdb.com/title/tt0448276/;Comedy;No Rating;Total Rating Count N/A;Unknown;
Besik kertmesi;Besik kertmesi is a TV series starring Olgun Simsek, Meltem Cumbul, and Erdal Özyagcilar. Ferdiogul, who is one of the desperate inhabitants of Kisirköy (infertile village) tries to find his wife to whom he was married when they...;https://www.imdb.com/title/tt0448275/;['Comedy', 'Drama'];5.8;503;Unknown;
Berivan;Berivan is a TV mini-series starring Aytaç Arman, Nilüfer Aydan, and Ali Basar. The story of two lovers who challenge the traditions with their love in the Southeast Anatolia.;https://www.imdb.com/title/tt0448274/;Drama;3.5;74;Unknown;
Basimiza gelenler;Description unavailable;https://www.imdb.com/title/tt0448273/;Comedy;6.6;5;Unknown;
Bana abi de;Description unavailable;https://www.imdb.com/title/tt0448272/;Comedy;3.1;8;Unknown;
Baby O'Brien Show;Description unavailable;https://www.imdb.com/title/tt0448271/;Talk-Show;No Rating;Total Rating Count N/A;Unknown;
Spicks and Specks;Spicks and Specks is a TV series starring Adam Hills, Alan Brough, and Myf Warhurst. Adam Hills hosts this lighthearted music quiz show.The two teams are captained by Myf Warhurst and Alan Brough.;https://www.imdb.com/title/tt0448300/;['Comedy', 'Game-Show', 'Music'];7.9;1008;2005-02-09;
Richard Loves Lucy;Description unavailable;https://www.imdb.com/title/tt0448299/;Comedy;No Rating;Total Rating Count N/A;Unknown;
Private Conversations;Description unavailable;https://www.imdb.com/title/tt0448298/;Talk-Show;No Rating;Total Rating Count N/A;Unknown;
Noche del sábado;Description unavailable;https://www.imdb.com/title/tt0448297/;Music;8.8;10;1965-10-02;
Leya;Description unavailable;https://www.imdb.com/title/tt0448296/;Fantasy;No Rating;Total Rating Count N/A;Unknown;
Keep on Dancing;Description unavailable;https://www.imdb.com/title/tt0448295/;Music;No Rating;Total Rating Count N/A;Unknown;
Kardelen;Description unavailable;https://www.imdb.com/title/tt0448294/;Comedy;4.0;7;Unknown;
Iki oda bir sinan;Description unavailable;https://www.imdb.com/title/tt0448293/;Comedy;4.2;17;Unknown;
Iki arada;Description unavailable;https://www.imdb.com/title/tt0448292/;Comedy;4.7;12;Unknown;
Huuma;Description unavailable;https://www.imdb.com/title/tt0448291/;Comedy;4.6;74;2005-03-05;
Zixx: Level Two;Zixx: Level Two is a TV series starring Brenna O'Brien, Reece Thompson, and Jeffrey Hirschfield. Zixx, an Intergalactic Network agent, along with her partner Flanngo have crashed landed on planet Earth.;https://www.imdb.com/title/tt0448196/;['Family', 'Sci-Fi'];6.9;37;Unknown;
Star Search;Description unavailable;https://www.imdb.com/title/tt0448195/;['Game-Show', 'Music'];5.2;24;2003-07-05;
Rotting Hills;Rotting Hills is a TV series starring Shannon Perreault, Dwayne Hill, and Julie Lemieux. Clark McWeeble has just moved to Rotting Hills, a town that has been overtaken by zombies.;https://www.imdb.com/title/tt0448194/;['Animation', 'Short', 'Comedy', 'Sci-Fi'];6.0;25;2005-02-03;
PJ's Storytime;Description unavailable;https://www.imdb.com/title/tt0448193/;Family;No Rating;Total Rating Count N/A;2004-04-26;
Om Stig Petrés hemlighet;Om Stig Petrés hemlighet is a TV mini-series starring Michael Nyqvist, Jonas Karlsson, and Gunilla Röör. Stig Petré has inherited a mechanical factory from his father and has to deal with problems in the company.;https://www.imdb.com/title/tt0448192/;['Drama', 'Comedy', 'Romance'];6.8;143;2004-12-06;
Mentovskie voyny. Nedetskie igry;Description unavailable;https://www.imdb.com/title/tt0448191/;['Action', 'Crime', 'Drama'];5.8;38;2005-02-23;
Strange Days on Planet Earth;Strange Days on Planet Earth is a TV series starring Edward Norton, Steve Arthur, and Greg Asner. Around the globe, scientists are racing to solve a series of mysteries. Unsettling transformations are sweeping across the planet, and...;https://www.imdb.com/title/tt0448132/;['Documentary', 'History', 'Mystery'];7.7;198;2005-04-20;
Masters of Horror;Masters of Horror is a TV series starring Karen Elizabeth Austin, J. Winston Carroll, and Miho Ninagawa. Anchor Bay has amassed some of the greatest horror film writers and directors to bring to you the anthology series, "Masters of...;https://www.imdb.com/title/tt0448190/;Horror;7.5;11464;2005-10-28;
Amor de mis amores;Amor de mis amores is a TV series starring Adanely Núñez, Agmeth Escaf, and Xilena Aycardi. After losing her boyfriend in an accident, Lucia and her family start a new life in the city. There Lucia and Nicolás, owner of a cosmetics...;https://www.imdb.com/title/tt0448188/;Romance;3.4;8;2004-08-08;
Êsu o nerae!;Êsu o nerae! is a TV series starring Aya Ueto, Hisashi Yoshizawa, and Rio Matsumoto. It is an Asahi TV drama based on the popular 70's manga. Oka Hiromi (Ueto Aya) on her first day at Nishi High School is captivated by the beauty,...;https://www.imdb.com/title/tt0448187/;['Drama', 'Sport'];6.5;44;2004-01-15;
10-07: L'affaire Kafka;10-07: L'affaire Kafka is a TV mini-series starring Michel Barrette, Chantal Fontaine, and Patrick Labbé. Dans ce second volet, Philippe Nadeau a été promu sergent et est maintenant en charge du secteur des gangs de rue, avec à ses...;https://www.imdb.com/title/tt0448186/;Drama;No Rating;Total Rating Count N/A;Unknown;
Zack! Comedy nach Maß;Description unavailable;https://www.imdb.com/title/tt0447815/;Comedy;4.5;76;2005-01-28;
Your Honor;Description unavailable;https://www.imdb.com/title/tt0447814/;Drama;No Rating;Total Rating Count N/A;Unknown;
What the Ancients Did for Us;Description unavailable;https://www.imdb.com/title/tt0447813/;Documentary;8.1;45;2005-02-16;
Verliebt in Berlin;Verliebt in Berlin is a TV series starring Alexandra Neldel, Laura Osswald, and Tim Sander. Lisa Plenske is the protagonist of this telenovela, set in the often cold and superficial fashion business. Living in a rural suburb of...;https://www.imdb.com/title/tt0447812/;Romance;4.1;409;2005-02-28;
La verdad de las cosas;Description unavailable;https://www.imdb.com/title/tt0447811/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Verano noche;Description unavailable;https://www.imdb.com/title/tt0447810/;['Comedy', 'Music'];No Rating;Total Rating Count N/A;2002-07-05;
Variedades de medio día;Description unavailable;https://www.imdb.com/title/tt0447809/;Comedy;No Rating;Total Rating Count N/A;Unknown;
La unión hace la fuerza;Description unavailable;https://www.imdb.com/title/tt0447808/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
The Ultimate Poker Challenge;The Ultimate Poker Challenge is a TV series starring Chad Brown, Brandi Williams, and Oliver 'Ali' Nejad. A series of 26 live one-hour poker tournaments with millions of dollars in estimated prize money for the winners. Taped before...;https://www.imdb.com/title/tt0447807/;Genre Unknown;7.9;15;Unknown;
UFO: Down to Earth;UFO: Down to Earth is a TV series starring Harold F. Augspurger, Carole Baker, and Duane Cook. This major four-part series of one hour films for the Discovery Network presents all the credible scientific evidence in the UFO debate....;https://www.imdb.com/title/tt0447806/;Documentary;6.3;16;1997-09-16;
